index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
25,3,1418,290,130,51,0,924,260,98,49,0,736,188,71,32,0,551,125,55,19,0,469,101,36,17,0,390,73,30,11,0,346,56,25,9,0,293,42,19,8,0,243,31,15,7,0,190,20,10,4,0,138,7,5,3,0,35,0,0,0,0,913,594,184,194,4,913,594,184,194,4,913,594,184,194,4,911,594,184,193,4,902,592,181,192,4,859,583,172,190,4,742,544,166,182,3,627,517,156,172,3,505,473,142,165,2,342,407,121,144,2,80,228,75,90,0,13,119,46,53,0,133.3181318804,134.5824998655,21417.3962820321,62.909747,85.3080746,101.6886354,113.5570314,124.347748,136.0455446,149.0304444,167.4900754,191.49502,62.909747,85.3080746,101.6886354,113.5570314,124.347748,136.0455446,149.0304444,167.4900754,191.49502,99.688132577,142.9838048125,160.4990234185,170.5933338652,179.5818088337,191.6223260324,214.8468143956,230.0031529653,256.0330054313,4540.1314998244,9491.9853807066,11880.078632666,13606.7763120657,15172.7814199735,16969.0191090053,21817.007504935,24816.5151458357,30254.9976934678
26,4,1761,198,944,1904,1,893,50,402,1869,1,704,30,291,1438,1,535,17,218,1035,1,444,11,167,798,1,381,9,127,630,1,333,8,95,512,1,291,5,65,418,1,245,4,48,323,1,197,2,28,230,1,135,0,14,134,0,35,0,3,12,0,906,54,438,3400,10,906,54,438,3400,10,906,54,438,3400,10,906,54,438,3396,10,898,54,434,3387,9,874,54,428,3356,9,813,51,402,3289,9,736,44,381,3200,9,645,41,345,3094,7,525,31,313,2896,6,185,14,215,2068,6,53,9,164,1238,4,92.4423097941,91.5409200198,14538.261642211,37.0015233,44.8378506,51.7453065,58.3602418,67.8985745,79.8481938,95.3040126,113.1243816,147.7808026,37.0015233,44.8378506,51.7453065,58.3602418,67.8985745,79.8481938,95.3040126,113.1243816,147.7808026,55.8844503875,66.3575407902,75.4644848871,84.624061614,96.2026833414,111.7984263369,141.6056868672,163.3127482954,210.9457007733,1465.7867971155,2105.9115459153,2729.8481916246,3429.5700506156,4391.2004465541,5955.7248934608,9569.6147564611,12587.2355408745,20590.3212630113
27,0,314,107,1,26,2,250,105,0,26,2,203,78,0,16,2,162,54,0,8,1,130,46,0,6,1,109,40,0,5,1,96,34,0,4,1,84,31,0,4,1,68,19,0,2,0,55,11,0,2,0,38,6,0,1,0,10,1,0,0,0,262,144,0,35,9,262,144,0,35,9,262,144,0,35,9,262,144,0,35,9,261,143,0,35,9,249,138,0,35,8,227,121,0,33,8,190,108,0,32,7,154,97,0,29,6,104,66,0,24,4,18,33,0,15,2,4,15,0,7,0,146.7219171867,148.5335857178,24327.4307289581,75.8157899,104.5987556,117.7474263,132.8683072,141.3858645,154.103778,165.2873228,178.8554566,198.6242373,75.8157899,104.5987556,117.7474263,132.8683072,141.3858645,154.103778,165.2873228,178.8554566,198.6242373,152.0902927345,172.1281232946,181.0115668493,192.1239125431,208.58990389,221.4900024231,229.732485102,242.9164378323,261.7099568107,10586.6159053614,13166.5364627662,15163.7324993535,16683.6478806602,20087.7581285593,23432.1448374117,25465.9802054964,28112.3869828411,32216.6771157317
28,0,544,134,53,116,3,371,110,25,114,3,295,83,14,73,3,232,55,8,46,3,199,41,6,39,1,179,37,5,25,1,157,29,4,18,1,133,24,3,17,1,103,22,1,14,1,86,13,1,10,0,57,6,1,3,0,15,1,0,0,0,379,189,42,230,10,379,189,42,230,10,379,189,42,230,10,377,189,42,228,10,370,187,41,227,10,357,180,38,221,10,320,165,37,208,8,274,154,32,194,8,224,139,25,177,7,164,115,23,154,7,58,53,14,78,5,22,28,8,33,3,114.5013581659,112.0036865282,15793.8890405103,42.6051145,52.5515378,67.7280396,88.1412966,106.70784,127.3590208,144.5678803,166.5621142,192.235884,42.6051145,52.5515378,67.7280396,88.1412966,106.70784,127.3590208,144.5678803,166.5621142,192.235884,61.42370955,77.7204182713,98.5119653957,136.9959088727,164.5591575433,184.2417996774,213.7003482014,231.5716940303,260.0341739853,1813.6589397217,2952.1666015918,4536.0965229128,8939.0652308743,12766.3457521734,15638.8356907295,20945.8904236197,25123.3314296279,29596.6592662998
29,0,472,182,16,110,0,299,152,7,108,0,237,115,4,60,0,189,76,2,31,0,157,63,2,24,0,134,51,1,19,0,115,38,0,12,0,89,30,0,9,0,74,20,0,4,0,62,15,0,1,0,40,10,0,1,0,9,1,0,0,0,307,242,8,221,2,307,242,8,221,2,307,242,8,221,2,307,242,8,221,2,305,240,8,221,2,291,232,8,219,1,257,219,7,212,1,223,192,5,204,1,179,172,3,193,1,131,146,1,171,1,56,80,0,104,1,21,45,0,57,1,140.2436811705,141.3045742,24712.7187064057,36.9936152,63.9754148,94.5509346,116.7470404,134.9675905,157.0110716,173.7644544,193.704567,223.643487,36.9936152,63.9754148,94.5509346,116.7470404,134.9675905,157.0110716,173.7644544,193.704567,223.643487,56.0272614332,100.9720465501,143.3673834544,177.7433320666,207.774126679,231.0135450666,248.6771164355,279.2546919646,324.6226096478,1479.9827507219,4848.1515884654,9524.1480609045,14701.6959721182,20783.9807438869,24820.6335998385,29029.5459332544,35458.9929702495,49339.4197990969
30,0,580,76,113,507,0,393,49,30,494,0,335,34,27,326,0,266,19,13,206,0,236,13,10,143,0,208,11,4,97,0,188,7,2,74,0,173,5,0,53,0,154,2,0,39,0,137,2,0,23,0,111,2,0,4,0,46,0,0,0,0,394,69,24,786,3,394,69,24,786,3,394,69,24,786,3,393,68,24,786,3,390,68,24,783,3,377,66,22,770,3,339,61,19,743,2,289,57,12,705,2,243,51,11,643,2,190,44,7,563,2,61,19,4,328,0,16,12,3,136,0,92.6874051904,91.1765127978,12631.8509803265,30.6403235,35.875763,41.246887,49.088135,69.514732,100.371338,118.2755795,141.893936,172.9673805,30.6403235,35.875763,41.246887,49.088135,69.514732,100.371338,118.2755795,141.893936,172.9673805,44.2481398724,51.3222714416,58.6449316731,69.613146357,104.9266622438,153.536790131,176.1799309398,202.609235407,236.5885909473,929.8934552154,1261.0148251371,1680.1606273958,2356.7074207485,5162.0141423189,11098.1435793803,14397.6229868876,18534.4294523362,26230.7284224438
31,0,640,30,104,271,2,532,17,38,264,2,439,12,22,143,1,377,9,11,71,0,320,7,7,47,0,289,4,6,35,0,260,3,5,26,0,237,3,5,15,0,218,3,4,9,0,190,1,2,5,0,149,1,0,3,0,67,0,0,0,0,543,20,30,450,4,543,20,30,450,4,543,20,30,450,4,543,20,30,450,4,536,20,30,447,4,514,20,29,442,3,459,18,28,426,3,411,16,24,401,3,342,15,19,377,2,247,13,15,323,1,92,6,7,179,1,16,4,1,76,1,109.9752334938,108.774029702,17181.6789440513,33.510654,41.3757442,59.1133604,81.049155,99.951538,114.8993044,132.3425418,154.0330688,183.3159426,33.510654,41.3757442,59.1133604,81.049155,99.951538,114.8993044,132.3425418,154.0330688,183.3159426,49.1761325357,61.5886036949,86.6165809323,120.8097782531,150.7994981504,169.5521483027,185.2913724117,221.172229137,250.0651237238,1132.6581670613,1816.5943332306,3508.7025865881,6606.0738572963,10739.6982701445,13494.2408469564,16644.0340870097,23300.3478426508,29613.6079160136
32,0,1833,95,1489,376,0,726,21,1109,366,0,532,12,913,216,0,352,6,724,124,0,279,5,610,82,0,219,4,520,58,0,177,1,459,34,0,137,1,386,23,0,114,1,325,15,0,82,0,257,8,0,46,0,178,5,0,7,0,39,0,0,744,25,1975,1036,13,744,25,1975,1036,13,744,25,1975,1036,13,744,25,1974,1035,13,735,24,1965,1032,13,725,24,1941,1015,12,692,23,1882,972,10,659,22,1824,930,7,622,18,1748,878,5,536,14,1608,766,3,331,4,1212,505,3,138,0,870,281,2,167.2671820928,159.9472774094,42006.2389985138,47.667554,58.8757152,71.732971,86.0371338,103.038834,126.441565,176.7515044,269.5815152,417.492065,47.667554,58.8757152,71.732971,86.0371338,103.038834,126.441565,176.7515044,269.5815152,417.492065,74.6182637137,91.4675885994,105.1801582025,121.7724932875,149.7617485126,183.823094068,272.1128480178,387.9758017571,579.6464427212,2639.4264114192,3933.68624755,5265.6035190958,6697.5752170804,10492.8297773775,15431.9980290253,34068.3948807246,65257.9367783847,135704.034186904
33,0,668,94,130,225,1,458,46,103,221,1,315,35,81,127,0,207,18,68,72,0,150,15,61,44,0,110,13,55,33,0,81,11,48,25,0,63,9,44,17,0,46,6,34,14,0,33,5,25,10,0,18,0,16,5,0,2,0,3,1,0,478,67,191,377,5,478,67,191,377,5,478,67,191,377,5,478,67,191,376,5,477,67,189,370,5,470,64,187,342,5,437,57,185,317,3,407,53,185,289,3,380,42,183,257,1,326,31,176,219,1,177,10,145,113,0,65,2,125,51,0,107.9367879911,103.7830492281,16982.4591368396,51.3445984,60.453275,67.9929836,76.4427476,85.462738,94.7162838,106.2142948,120.0246402,159.2911492,51.3445984,60.453275,67.9929836,76.4427476,85.462738,94.7162838,106.2142948,120.0246402,159.2911492,77.6835147491,89.9979191233,100.3578696474,109.0225775947,116.83824044,137.1103282787,147.4850484884,165.2623961818,231.6427825635,2832.0535699579,3843.5565747458,4843.8371942713,5675.4379930759,6460.6203229176,9127.8251419065,10372.3494878565,12873.5913925473,25736.5913548891
34,0,366,94,10,29,1,288,89,6,29,1,227,68,5,18,1,168,49,1,10,1,146,39,0,7,1,129,24,0,5,1,106,15,0,5,1,91,14,0,3,1,74,11,0,1,0,57,8,0,0,0,42,4,0,0,0,8,0,0,0,0,288,152,7,50,3,288,152,7,50,3,288,152,7,50,3,287,152,7,50,3,278,152,7,50,3,264,146,7,47,1,233,130,7,46,1,199,120,7,40,1,169,107,7,35,1,128,85,5,29,1,37,43,3,13,0,19,21,3,6,0,145.950490634,143.919053672,22516.5463839681,65.8656003,94.4183354,113.2770187,131.7477418,147.045624,158.1233248,173.7152127,189.3970908,214.1556821,65.8656003,94.4183354,113.2770187,131.7477418,147.045624,158.1233248,173.7152127,189.3970908,214.1556821,105.7938923596,156.648697222,173.9305347479,193.5851361723,218.8334619415,228.6039991838,243.1708502207,254.1720848967,293.4751912607,4848.3393782178,11001.6278059265,13957.1697556403,17079.1356159563,22539.3641624576,24701.2121935473,26855.3155519947,29781.565100755,37522.1764751159
35,0,212,22,47,377,2,167,9,11,371,2,137,4,8,219,2,114,1,5,103,2,97,1,2,69,1,89,0,0,49,1,82,0,0,36,1,73,0,0,24,1,67,0,0,19,0,59,0,0,6,0,44,0,0,2,0,16,0,0,0,0,169,7,4,471,9,169,7,4,471,9,169,7,4,471,9,169,7,4,469,8,168,7,4,466,7,160,7,4,459,6,145,6,4,445,4,122,4,4,421,4,103,3,4,399,3,76,3,3,368,3,25,2,1,224,2,6,1,1,108,0,78.3736085409,79.1476596409,10019.3488146159,30.066516,34.7224094,39.7122713,44.9761698,50.782171,60.499219,89.3799983,124.1403202,159.6357015,30.066516,34.7224094,39.7122713,44.9761698,50.782171,60.499219,89.3799983,124.1403202,159.6357015,43.9828679794,50.3071663483,56.2265288812,63.6204068351,71.2684224165,87.4434734285,145.4675287123,180.1723599406,224.8959485035,893.4687997028,1218.6348042435,1514.036950556,1978.4168759985,2428.5928055462,3566.5076931204,9549.8412369092,15189.9611691449,24175.6740285855
36,0,1427,393,5,25,2,993,387,1,25,2,777,306,1,20,2,592,222,1,15,0,461,161,1,9,0,369,125,1,6,0,306,103,0,4,0,267,75,0,3,0,217,54,0,3,0,150,39,0,1,0,85,17,0,1,0,10,1,0,0,0,1023,775,0,50,4,1023,775,0,50,4,1023,775,0,50,4,1023,775,0,50,3,1020,774,0,50,3,999,763,0,48,2,907,707,0,48,0,799,647,0,44,0,686,594,0,41,0,525,492,0,33,0,211,263,0,11,0,65,137,0,6,0,161.434548973,157.1555229125,30181.6406806751,92.6479309,108.6001984,121.3116022,133.9443968,145.676529,158.5089848,172.0620337,188.6659794,224.7979481,92.6479309,108.6001984,121.3116022,133.9443968,145.676529,158.5089848,172.0620337,188.6659794,224.7979481,150.0200890045,164.4043774519,175.4873805512,187.0988125356,209.1048105494,223.128156318,234.4377482043,252.9122507177,324.4806348959,10524.237338843,12633.0140144488,14598.5483475611,16523.6523960362,20405.7389057862,23639.700460711,26241.0244972641,30168.5995423977,48681.9996612023
37,0,815,296,377,651,1,425,220,87,642,1,334,169,63,440,1,253,133,37,274,1,205,110,30,196,1,179,83,25,152,1,156,72,18,113,0,136,59,13,84,0,107,47,11,62,0,82,30,8,46,0,57,14,6,23,0,8,2,1,1,0,447,323,5,1354,11,447,323,5,1354,11,447,323,5,1353,11,445,322,5,1353,11,435,320,5,1350,11,415,315,4,1340,11,371,289,4,1302,7,332,254,3,1276,7,255,230,2,1241,4,192,196,1,1159,3,65,118,0,933,0,21,65,0,659,0,111.0371595804,110.5544538252,16027.5516032219,40.6139025,49.3446896,61.4246212,76.6651858,95.93042,113.5426026,136.4570675,161.7682556,195.0772521,40.6139025,49.3446896,61.4246212,76.6651858,95.93042,113.5426026,136.4570675,161.7682556,195.0772521,62.7400947761,76.0936254443,89.6151552104,108.5281899101,146.7909394988,167.8559182275,204.3401528134,230.6466430096,268.4809501145,1884.0071200876,2720.4347714421,3746.1408852612,5324.0207833699,10068.9465118544,13166.9119056307,18063.1175273724,25110.0512054421,33090.2329950198
38,0,29,24,0,1,0,14,22,0,1,0,8,16,0,1,0,3,10,0,1,0,3,9,0,1,0,3,8,0,1,0,2,8,0,0,0,1,5,0,0,0,1,3,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,14,36,0,2,2,14,36,0,2,2,14,36,0,2,2,14,36,0,2,2,14,35,0,2,2,13,35,0,2,2,11,33,0,2,2,7,31,0,1,2,6,29,0,1,2,6,26,0,1,2,2,15,0,1,1,2,13,0,1,1,189.5839219259,223.9583637963,44321.5684072747,102.8775546,145.875305,159.8094912,178.2251284,188.659073,200.8978028,216.522795,237.4535768,263.5648531,102.8775546,145.875305,159.8094912,178.2251284,188.659073,200.8978028,216.522795,237.4535768,263.5648531,213.8126793784,235.6097228222,246.6967298091,262.0784593623,299.1703885502,314.0854683952,331.6568463644,349.5137006736,430.3186836759,19390.3825902627,26021.628885916,29360.3258013718,32341.5652387792,40859.1909176698,47457.5160214494,51748.0793428596,58365.4599014285,82952.2022427819
39,0,1660,1411,26,128,0,369,1363,6,126,0,274,1127,4,88,0,192,884,1,51,0,161,730,1,40,0,127,615,1,26,0,102,523,1,18,0,86,431,1,14,0,75,344,1,6,0,52,253,1,2,0,29,154,1,1,0,1,30,0,0,0,200,2713,1,311,0,200,2713,1,311,0,200,2713,1,311,0,200,2713,1,311,0,200,2712,1,311,0,196,2710,1,311,0,178,2689,1,308,0,159,2654,1,304,0,142,2611,1,301,0,113,2540,1,298,0,62,2230,1,283,0,36,1878,0,265,0,153.0597075634,154.1752090313,28846.5882142753,73.6489994,97.8337676,114.1108038,126.9351504,142.439392,156.6195558,170.9665036,188.4372074,218.906787,73.6489994,97.8337676,114.1108038,126.9351504,142.439392,156.6195558,170.9665036,188.4372074,218.906787,108.6164060572,153.2823318885,167.7267502037,181.1905348323,209.9454144558,225.4938006675,238.9987525733,261.4311529913,321.4233357886,5446.5608266049,10936.1868404174,13202.0980838255,15571.735497251,20806.2663503934,24553.1764826371,27377.72642593,32147.8568816413,48764.9708982813
40,0,1469,437,85,177,1,985,386,26,174,1,729,294,16,109,0,552,218,8,65,0,449,175,6,43,0,369,140,5,30,0,300,110,3,23,0,253,96,3,14,0,193,77,2,7,0,132,59,0,5,0,70,30,0,2,0,6,3,0,0,0,1020,701,2,438,8,1020,701,2,438,8,1020,701,2,438,8,1020,701,2,436,8,1014,698,2,432,8,995,688,2,422,7,909,647,1,410,7,809,599,1,400,6,722,548,1,371,6,575,483,1,339,5,244,278,1,245,4,84,165,1,167,2,124.613927734,124.1754751213,19315.7703881456,55.1570316,71.4163086,85.501722,99.5212404,111.700634,125.1772872,140.8882808,164.5713486,193.7753664,55.1570316,71.4163086,85.501722,99.5212404,111.700634,125.1772872,140.8882808,164.5713486,193.7753664,84.009176532,104.752131504,130.4955879428,149.1096945411,164.8387748641,178.7444033748,203.6871032211,226.7695824074,272.3946392002,3325.8511516935,5182.8961084293,7994.6375377552,10454.8484620904,12727.6126715761,15024.4250286879,18148.0561985237,24646.1967543294,33442.0369035039
41,0,2630,543,47,65,1,1763,507,17,63,1,1317,396,13,50,1,947,284,10,31,0,749,229,6,22,0,591,179,5,18,0,489,140,5,12,0,402,103,5,7,0,325,75,3,6,0,256,46,0,5,0,163,22,0,3,0,17,3,0,0,0,1835,1184,1,251,15,1835,1184,1,251,15,1835,1184,1,251,15,1835,1184,1,250,15,1828,1182,1,250,14,1808,1171,1,249,13,1676,1076,1,241,12,1514,990,1,234,10,1304,878,1,220,9,1018,727,1,199,7,405,391,1,145,5,103,192,0,95,2,116.1455735155,117.1873184614,15173.6398309528,68.8541255,84.452637,94.342621,103.554001,110.767906,117.373291,125.695395,137.162933,160.265007,68.8541255,84.452637,94.342621,103.554001,110.767906,117.373291,125.695395,137.162933,160.265007,107.9267103948,134.5636812299,144.8398775863,152.8146660275,160.3689852565,167.9383418261,176.1016969552,188.2050261243,222.2969212428,5311.3836180801,8533.2873249063,9922.0748608705,10962.3816261584,12240.2699403844,13435.9936182929,14716.7793364824,16785.2339085248,23679.9445163324
42,0,3515,952,13,40,5,2065,915,2,36,5,1505,743,1,16,2,1053,568,0,11,1,814,446,0,6,1,651,353,0,3,1,519,285,0,2,1,411,213,0,2,1,330,166,0,2,0,229,109,0,0,0,128,54,0,0,0,14,6,0,0,0,2113,2214,0,166,32,2113,2214,0,166,32,2113,2214,0,166,32,2113,2214,0,166,31,2106,2212,0,165,31,2068,2199,0,163,27,1885,2099,0,155,25,1692,1960,0,143,24,1471,1815,0,136,20,1189,1600,0,123,13,543,975,0,88,3,226,561,0,52,1,128.1166216672,126.4401460601,18216.2881769831,75.5102662,89.1355346,100.2557868,109.1306,118.051269,126.932672,138.247363,156.1738396,184.02063,75.5102662,89.1355346,100.2557868,109.1306,118.051269,126.932672,138.247363,156.1738396,184.02063,110.3438980502,137.931282626,149.1101939953,158.0848790924,167.3638797234,177.0288372266,190.3102336317,223.3177322019,255.4876463049,5667.0999339885,9133.9537045804,10593.408697289,11862.157835652,13268.0850056411,14868.880243815,17011.6439110712,24044.8764252228,30391.5301695968
43,0,1042,329,98,209,5,620,266,23,202,5,437,208,18,151,3,315,141,14,85,3,238,112,12,58,2,198,94,9,46,2,155,79,7,32,2,129,63,4,21,2,100,49,3,16,1,78,38,2,12,0,45,16,2,7,0,2,1,0,0,0,637,533,4,457,52,637,533,4,457,52,637,533,4,457,52,636,533,4,454,52,631,532,3,446,51,613,526,3,432,47,556,491,2,402,46,504,448,2,373,41,428,395,2,341,35,327,338,1,292,29,124,184,0,150,18,34,97,0,63,12,118.5371632929,117.1329824439,16821.0578507548,50.6556736,64.4558108,79.1195862,93.5253636,106.79181,121.3271916,136.8380006,158.8575102,187.73284,50.6556736,64.4558108,79.1195862,93.5253636,106.79181,121.3271916,136.8380006,158.8575102,187.73284,79.0197711948,96.1628032283,112.588033482,145.3783352546,160.9660880493,174.2210127802,192.7151436494,225.844856122,256.680654065,2914.0688147286,4348.1397545208,5970.16251082,9857.3166849352,11848.2007503827,13962.0672212496,17091.6824029242,24183.1671910057,30186.2961989791
44,0,2584,608,43,59,0,1961,578,17,59,0,1631,487,13,49,0,1256,392,8,32,0,1064,323,6,28,0,901,268,5,26,0,758,233,4,21,0,620,185,3,18,0,518,137,1,13,0,395,95,1,7,0,260,46,0,6,0,34,6,0,1,0,2037,1068,3,184,2,2037,1068,3,184,2,2037,1068,3,184,2,2037,1067,3,184,2,2035,1065,3,184,2,2004,1051,2,177,1,1867,952,2,172,1,1706,855,2,163,1,1522,742,1,151,1,1244,584,1,137,0,536,296,0,84,0,181,157,0,45,0,129.7726684481,132.4233635161,18760.7786515837,79.3518466,94.0421868,104.1490118,113.6103634,121.5050045,131.7815796,142.9741942,158.8794004,184.9638061,79.3518466,94.0421868,104.1490118,113.6103634,121.5050045,131.7815796,142.9741942,158.8794004,184.9638061,125.3832892324,145.4631751775,158.0300819689,168.6602062772,177.6020945023,187.2743918331,208.4239664739,225.0218433732,248.3418698088,6823.8338569705,9996.9821082438,11741.5552338057,13463.8016039625,14908.2828337227,16574.9872053319,20035.8359148762,24177.7155737232,28549.2333415504
45,0,785,327,17,123,4,475,293,2,122,4,355,230,1,88,2,253,176,1,52,1,206,143,1,42,1,170,108,0,36,1,144,84,0,26,1,116,67,0,20,0,80,50,0,13,0,54,41,0,6,0,27,26,0,3,0,4,6,0,0,0,480,550,0,220,6,480,550,0,220,6,480,550,0,220,6,480,550,0,219,6,480,548,0,219,6,471,539,0,216,5,439,496,0,210,4,398,456,0,204,4,355,410,0,194,4,300,347,0,175,4,109,194,0,126,4,31,118,0,77,0,161.1125685,162.1785416927,32423.907609881,60.235245,99.174134,120.9775695,137.427704,152.370716,164.617599,179.5647425,193.807373,231.6635665,60.235245,99.174134,120.9775695,137.427704,152.370716,164.617599,179.5647425,193.807373,231.6635665,91.1559445764,165.1316114667,183.0517462541,211.7071940675,224.6306234165,234.6813607906,247.1717532381,266.1342949422,327.2179101375,3897.9969821882,12542.0549097398,15839.7330568293,20783.4315221651,24104.0733219725,26102.6332643937,28607.9794261307,33448.0242996893,48725.0244715723
46,0,400,358,0,13,0,170,355,0,13,0,132,282,0,10,0,97,206,0,6,0,86,154,0,4,0,74,130,0,3,0,61,100,0,3,0,49,73,0,2,0,40,51,0,1,0,30,29,0,1,0,12,15,0,0,0,2,4,0,0,0,159,592,0,18,2,159,592,0,18,2,159,592,0,18,2,159,592,0,18,2,159,592,0,18,2,157,590,0,18,2,135,561,0,18,2,119,534,0,18,2,99,500,0,16,2,77,442,0,16,2,20,304,0,14,2,7,204,0,8,1,178.6421700324,179.2005115668,37419.4719508487,101.789245,120.284855,136.550316,151.77597,164.872726,175.449402,187.913926,207.451782,262.569458,101.789245,120.284855,136.550316,151.77597,164.872726,175.449402,187.913926,207.451782,262.569458,163.7347976065,182.093819376,213.1778376253,224.7677026771,237.2320186421,247.9423035559,264.0507711811,299.4310896766,348.7976447976,12448.2104310558,15959.7140319787,21550.6151611594,24372.2883663083,26564.3881995225,29117.6853431618,33121.1582889493,42751.6216903372,56509.4638478706
47,0,1248,455,215,328,1,792,365,60,327,1,666,274,46,229,1,527,201,29,136,1,449,158,22,97,1,387,125,14,72,1,335,93,9,54,1,297,74,8,35,0,237,58,6,28,0,190,42,4,20,0,123,22,1,14,0,15,3,0,4,0,806,615,37,777,12,806,615,37,777,12,806,615,37,777,12,805,615,37,773,12,802,613,35,770,12,784,606,28,763,12,703,574,23,739,12,632,536,20,711,10,522,493,16,681,10,409,415,10,620,8,159,246,2,455,5,54,147,0,273,5,144.4799759671,145.6770979564,28594.9175715557,52.512854,73.3489434,90.6067198,108.5846314,125.902909,147.1058224,164.9060198,185.3436528,226.9430394,52.512854,73.3489434,90.6067198,108.5846314,125.902909,147.1058224,164.9060198,185.3436528,226.9430394,81.6180587181,108.1994401526,142.4329242525,166.2141990156,185.8216132242,216.697682388,233.499831902,253.8197561356,317.1596700978,3114.3647683921,5445.7499053717,9594.8137184092,12776.6460926242,16041.1672371153,22242.566281516,25744.3251038208,30835.9361835716,47503.9854588181
48,0,760,355,518,795,3,327,233,84,789,3,238,174,51,505,3,166,121,32,304,3,142,102,26,227,2,109,82,19,168,2,89,64,11,129,1,72,52,8,95,0,61,40,6,79,0,38,27,3,56,0,20,12,3,25,0,2,1,0,4,0,329,394,16,1680,12,329,394,16,1680,12,329,394,16,1680,12,329,394,16,1679,12,328,392,15,1677,12,316,387,15,1667,12,288,372,12,1638,12,255,355,6,1613,12,222,332,5,1574,10,163,295,3,1520,8,66,184,1,1307,5,20,120,0,1068,3,137.7272337877,133.536765202,28386.01323985,43.917114,55.660888,73.176514,91.907307,107.573761,122.504089,147.097107,181.370285,256.035492,43.917114,55.660888,73.176514,91.907307,107.573761,122.504089,147.097107,181.370285,256.035492,66.1449692063,83.6484113388,104.3465044334,139.7581939353,156.6804519861,173.9863839986,218.2980132063,249.9931291527,340.3432761256,2132.5432582122,3290.4585177064,5127.8421992328,9430.8059617297,11790.8467735967,14243.1914941224,22818.5229804415,29639.448942563,53603.0909771203
